order_id,customer_id,product_id,order_date,shipping_date,sales,quantity,discount,profit,unit_price
10718,688,729,2018-03-03,2018-03-21,733,3,0.2,257,241
10828,496,506,2018-03-03,2018-03-18,191,1,0.2,-41,187
10931,478,1370,2018-03-03,2018-03-20,184,2,0,90,92
11236,372,1515,2018-03-03,2018-03-12,1255,5,0.8,-3326,236
11281,517,1267,2018-03-03,2018-03-11,2054,2,0,267,1027
11612,562,1345,2018-03-03,2018-03-08,696,3,0.2,235,228
11697,133,924,2018-03-03,2018-03-23,1128,7,0.2,85,157
11410,353,1295,2018-03-04,2018-03-27,3024,3,0,847,1008
11434,633,1,2018-03-04,2018-03-23,5816,3,0.2,-291,1935
11542,395,1361,2018-03-04,2018-03-30,186,2,0.2,58,89
11660,623,756,2018-03-04,2018-03-23,82,2,0.2,27,37
11702,80,1346,2018-03-04,2018-03-25,90883,3,0,3635,30294
11778,348,669,2018-03-04,2018-03-26,55006,7,0.2,6188,7854
11272,510,1141,2018-03-05,2018-03-20,5820,4,0,1921,1455
11449,582,1476,2018-03-05,2018-03-24,103,3,0.7,-75,21
11708,730,1551,2018-03-05,2018-03-09,306,5,0.2,31,57
10801,405,652,2018-03-06,2018-03-07,5920,2,0.2,1702,2956
11097,163,722,2018-03-06,2018-03-08,1627,5,0.2,570,322
11145,153,469,2018-03-06,2018-03-26,8821,2,0,2205,4410
11389,742,639,2018-03-06,2018-03-24,15140,3,0.2,946,5043
11680,212,361,2018-03-06,2018-03-15,321,2,0,87,160
10696,206,948,2018-03-07,2018-03-26,3904,8,0,1796,488
10797,668,1273,2018-03-07,2018-03-10,412,3,0.2,139,133
10829,351,294,2018-03-07,2018-03-16,4995,3,0,1798,1665
11464,759,1752,2018-03-07,2018-03-16,851,1,0,145,851
11498,541,969,2018-03-07,2018-03-15,384,4,0.2,134,92
10675,195,1292,2018-03-08,2018-03-13,4512,5,0.2,508,899
10848,474,203,2018-03-09,2018-03-10,2486,3,0.2,124,825
10894,385,604,2018-03-09,2018-03-10,3329,3,0,1598,1110
11008,383,944,2018-03-09,2018-03-31,364,6,0,106,61
11059,196,773,2018-03-09,2018-03-24,354,2,0.2,22,173
11405,708,462,2018-03-10,2018-04-01,232,2,0.2,87,112
11511,3,796,2018-03-10,2018-03-27,3008,3,0,632,1003
11592,785,1508,2018-03-10,2018-04-07,31540,11,0,14193,2867
11631,298,570,2018-03-10,2018-04-02,3385,3,0.8,-5924,1114
11172,242,1592,2018-03-11,2018-03-30,434,3,0.2,92,141
10898,565,1211,2018-03-12,2018-03-29,391,4,0,121,98
11258,778,1409,2018-03-12,2018-03-19,3532,2,0.2,-795,1762
11666,627,1023,2018-03-12,2018-04-07,596,3,0.2,45,195
10723,270,1563,2018-03-13,2018-04-07,1468,4,0,602,367
10998,531,1086,2018-03-13,2018-04-09,139,2,0.7,-107,57
10719,462,1596,2018-03-14,2018-03-21,744,5,0.2,242,145
10785,656,353,2018-03-14,2018-03-25,924,2,0,176,462
11182,627,375,2018-03-14,2018-03-22,451,2,0.2,147,222
11203,284,1183,2018-03-14,2018-04-05,369,2,0.7,-246,172
11128,26,1791,2018-03-15,2018-04-14,146,5,0.6,-73,18
11452,526,641,2018-03-15,2018-03-29,842,3,0.2,295,277
11485,82,1110,2018-03-15,2018-04-09,6381,3,0,574,2127
11521,381,754,2018-03-15,2018-03-24,1035,8,0.2,349,126
11798,487,682,2018-03-15,2018-04-11,1109,3,0,521,370
10892,713,532,2018-03-17,2018-04-09,2235,1,0.2,251,2231
11750,48,849,2018-03-17,2018-03-28,8898,3,0.5,-4983,2957
11800,377,199,2018-03-17,2018-03-20,577,3,0.2,180,189
10796,533,672,2018-03-18,2018-03-26,107,2,0,31,53
10969,246,84,2018-03-18,2018-03-25,11731,6,0.3,-3184,1950
10710,726,734,2018-03-19,2018-04-01,24001,9,0.2,1800,2663
11077,725,1579,2018-03-19,2018-04-05,351,2,0,165,176
11180,495,408,2018-03-19,2018-04-11,15806,3,0.2,198,5265
11414,218,1429,2018-03-19,2018-04-17,240,2,0,115,120
11467,740,1387,2018-03-19,2018-03-20,532,6,0.7,-390,76
11538,585,895,2018-03-19,2018-04-09,59,2,0,25,30
11265,150,1703,2018-03-20,2018-04-17,42955,2,0,20618,21478
11774,149,1050,2018-03-20,2018-04-03,4706,3,0.2,0,1565
10705,559,676,2018-03-21,2018-03-26,420,4,0,122,105
11047,207,1576,2018-03-21,2018-03-31,1898,1,0.2,190,1894
10843,353,506,2018-03-22,2018-03-30,477,2,0,14,238
11365,663,1342,2018-03-22,2018-04-21,182,3,0,49,61
11158,339,102,2018-03-23,2018-04-13,1578,2,0,268,789
11243,24,1652,2018-03-23,2018-04-10,324,3,0,117,108
11552,733,1429,2018-03-23,2018-04-22,767,8,0.2,269,92
10738,168,476,2018-03-24,2018-03-26,2364,2,0.1,394,1180
10856,721,1476,2018-03-24,2018-04-14,23,1,0.8,-37,8
10947,398,494,2018-03-24,2018-04-19,162,4,0.6,-69,29
11290,19,1450,2018-03-24,2018-04-07,276,3,0,130,92
11645,548,14,2018-03-24,2018-04-10,7548,3,0.2,2453,2512
11679,504,1826,2018-03-24,2018-04-15,87,3,0.2,13,25
11754,684,224,2018-03-24,2018-03-30,5177,14,0,2485,370
11742,555,6,2018-03-25,2018-04-06,517,4,0,150,129
10897,635,1557,2018-03-26,2018-04-12,119,3,0.2,27,36
11081,436,1084,2018-03-26,2018-04-10,7391,2,0.4,-1478,3688
11583,332,861,2018-03-26,2018-04-06,7819,7,0.3,0,1111
11657,800,251,2018-03-26,2018-03-31,163,2,0,75,82
10752,368,379,2018-03-27,2018-04-24,22440,8,0.3,-1282,2799
11773,99,1171,2018-03-27,2018-04-07,905,1,0,425,905
10880,140,840,2018-03-28,2018-04-27,161,4,0,53,40
10773,392,1793,2018-03-29,2018-04-21,7837,2,0.2,882,3915
10938,107,236,2018-03-29,2018-04-10,377,3,0,128,126
11064,220,258,2018-03-29,2018-04-21,5890,2,0.2,1988,2942
11146,769,1113,2018-03-29,2018-04-24,463,3,0.2,145,151
11507,147,1511,2018-03-29,2018-04-24,7029,5,0.2,879,1402
11643,464,1156,2018-03-29,2018-04-06,7572,2,0.4,-1514,3778
11648,325,1391,2018-03-29,2018-04-03,166,2,0.8,-273,68
11733,274,319,2018-03-29,2018-04-02,306,4,0,141,76
10786,316,512,2018-03-30,2018-04-22,839,7,0,403,120
10900,299,1374,2018-03-30,2018-04-25,374,7,0,176,53
11026,379,150,2018-03-30,2018-04-12,270,2,0,127,135
11551,350,299,2018-03-30,2018-04-18,5643,9,0,1411,627
10847,618,396,2018-03-31,2018-04-26,2397,2,0.2,-240,1195
11076,549,1337,2018-03-31,2018-04-09,737,3,0.2,138,242
10972,748,217,2018-04-01,2018-04-25,5567,1,0.2,209,5563
10767,176,855,2018-04-02,2018-04-04,240,2,0,115,120
10803,655,1192,2018-04-02,2018-04-21,354,3,0,163,118
11574,608,893,2018-04-02,2018-04-05,1258,1,0.32,-240,1252
11622,652,1079,2018-04-02,2018-04-26,33,1,0,12,33
11017,298,997,2018-04-03,2018-04-25,384,4,0.2,134,92
11082,762,308,2018-04-03,2018-04-27,415,5,0,191,83
11402,284,640,2018-04-03,2018-04-22,442,6,0.2,144,70
11762,79,833,2018-04-03,2018-04-26,6363,4,0,1400,1591
11406,653,1367,2018-04-04,2018-04-17,523,2,0.2,118,258
10700,205,550,2018-04-06,2018-05-02,3872,2,0,1045,1936
11105,755,833,2018-04-06,2018-04-10,2863,3,0.4,-859,947
11432,167,330,2018-04-06,2018-04-22,575,6,0.2,209,92
11561,608,149,2018-04-06,2018-04-24,98,3,0.2,9,29
11651,440,1154,2018-04-06,2018-04-28,2895,4,0.2,-651,720
11153,697,111,2018-04-07,2018-04-13,199,3,0,97,66
11164,708,1317,2018-04-07,2018-04-20,332,3,0,163,111
11497,755,1259,2018-04-07,2018-04-16,78,3,0.2,27,22
10711,73,825,2018-04-08,2018-04-17,319,2,0.2,112,156
11007,667,848,2018-04-08,2018-04-14,1813,2,0.2,-453,903
11562,302,501,2018-04-08,2018-05-08,275,3,0,74,92
11107,147,1210,2018-04-09,2018-05-07,4513,5,0.2,-282,899
11288,210,333,2018-04-09,2018-05-08,855,4,0,239,214
11142,788,752,2018-04-10,2018-04-29,471,6,0,184,78
11253,238,85,2018-04-10,2018-04-13,1109,3,0,377,370
11261,738,1252,2018-04-10,2018-05-05,866,4,0,303,216
11543,90,1575,2018-04-10,2018-04-24,1011,6,0,334,169
11672,543,227,2018-04-10,2018-04-15,3701,3,0.2,231,1230
11400,206,61,2018-04-11,2018-05-05,647,5,0,284,129
10787,565,966,2018-04-12,2018-04-13,5794,2,0.4,-2221,2889
10879,615,519,2018-04-12,2018-05-05,5283,2,0.2,660,2638
11022,371,54,2018-04-12,2018-05-10,7622,2,0,2210,3811
11095,531,52,2018-04-12,2018-04-14,1498,1,0.1,150,1496
11359,520,1114,2018-04-12,2018-05-08,9206,9,0,2394,1023
11536,166,1607,2018-04-12,2018-05-03,3064,3,0.2,-115,1018
10768,58,92,2018-04-13,2018-04-23,915,3,0,448,305
10810,292,419,2018-04-13,2018-04-21,6727,4,0.2,-1598,1678
11005,800,141,2018-04-13,2018-04-15,1940,3,0,524,647
11374,631,476,2018-04-13,2018-04-26,3545,3,0.1,591,1180
11744,260,97,2018-04-13,2018-04-14,512,3,0.2,179,167
10805,533,1490,2018-04-14,2018-05-02,6660,3,0.2,666,2216
10940,395,559,2018-04-14,2018-05-04,2941,1,0,765,2941
11289,728,16,2018-04-14,2018-04-24,78,5,0.8,-118,1
11349,198,1845,2018-04-14,2018-04-24,503,3,0.2,6,164
11716,458,83,2018-04-14,2018-04-27,1421,1,0.2,-302,1417
10736,539,1345,2018-04-15,2018-04-24,696,3,0.2,235,228
11133,543,850,2018-04-15,2018-05-06,18957,6,0.3,-542,3154
11215,456,955,2018-04-15,2018-05-07,316,4,0.2,103,75
11251,322,332,2018-04-15,2018-04-28,18943,8,0.2,3315,2364
11675,672,157,2018-04-15,2018-04-22,56610,2,0.1,12580,28303
11080,373,1409,2018-04-16,2018-04-25,4414,2,0,88,2207
11285,784,1325,2018-04-16,2018-04-22,153,4,0.8,-253,23
11358,625,759,2018-04-16,2018-04-17,50245,7,0,23615,7178
11377,796,656,2018-04-16,2018-04-26,383,2,0.7,-281,179
11553,683,365,2018-04-16,2018-05-02,537,3,0,258,179
11755,234,1295,2018-04-16,2018-04-22,1613,8,0.8,-4193,187
10806,580,1250,2018-04-17,2018-04-18,8191,4,0.1,1092,2046
11132,541,1081,2018-04-17,2018-04-23,2293,5,0.2,716,455
11373,496,1346,2018-04-17,2018-05-13,90883,3,0,3635,30294
11042,413,171,2018-04-18,2018-05-12,61,1,0,26,61
11173,223,475,2018-04-18,2018-05-06,1509,2,0.2,132,751
11634,459,1571,2018-04-18,2018-05-10,320,6,0,150,53
11437,219,697,2018-04-19,2018-05-09,291,4,0.2,105,69
11260,322,1611,2018-04-20,2018-04-25,1811,2,0,905,905
11379,601,189,2018-04-20,2018-05-10,670,5,0.2,210,130
11721,209,513,2018-04-20,2018-05-17,216,2,0,65,108
10689,65,1241,2018-04-21,2018-05-12,273,5,0.6,-212,44
11003,393,454,2018-04-21,2018-05-20,704,2,0,225,352
11160,748,1262,2018-04-21,2018-05-03,784,2,0.2,78,388
11766,695,1544,2018-04-21,2018-05-21,146,1,0,6,146
11486,181,743,2018-04-22,2018-05-14,115,2,0,57,58
11208,226,1305,2018-04-24,2018-05-01,3908,2,0.3,-1228,1948
11235,170,1341,2018-04-24,2018-05-09,4430,7,0.2,332,629
11250,659,98,2018-04-24,2018-05-16,3699,5,0,407,740
11459,452,165,2018-04-24,2018-05-12,1124,1,0,281,1124
11229,124,838,2018-04-25,2018-05-09,554,3,0,250,185
11682,105,30,2018-04-25,2018-05-06,189,5,0,89,38
11794,415,1513,2018-04-25,2018-04-27,2404,4,0,192,601
11154,95,39,2018-04-26,2018-05-25,4484,3,0.2,280,1491
11537,527,1094,2018-04-26,2018-05-01,266,2,0.2,73,129
11604,566,1117,2018-04-26,2018-05-21,183,3,0,84,61
10690,800,1514,2018-04-27,2018-05-24,181,2,0.7,-126,77
10928,199,1023,2018-04-27,2018-05-25,745,3,0,194,248
11137,519,1171,2018-04-27,2018-05-21,905,1,0,425,905
11310,631,1720,2018-04-27,2018-05-04,179,1,0.2,29,175
11318,109,787,2018-04-27,2018-05-09,3242,11,0,1135,295
10755,407,1254,2018-04-28,2018-05-14,3719,8,0,1004,465
10942,217,398,2018-04-28,2018-05-03,345,8,0.2,116,39
11065,53,200,2018-04-28,2018-05-24,1095,4,0,548,274
11530,267,880,2018-04-28,2018-05-27,3610,4,0.2,-812,899
11071,704,492,2018-04-30,2018-05-16,2499,9,0,1150,278
11075,523,1547,2018-04-30,2018-05-29,1183,8,0.2,103,144
11126,523,1019,2018-04-30,2018-05-03,215,2,0.2,62,104
11271,236,643,2018-04-30,2018-05-22,411,1,0,136,411
11320,315,1423,2018-05-01,2018-05-14,240,2,0,115,120
11534,706,222,2018-05-01,2018-05-20,18634,6,0.2,1398,3102
11108,353,640,2018-05-03,2018-05-13,74,1,0.2,24,70
11269,167,932,2018-05-04,2018-05-17,63,1,0,29,63
11299,277,1095,2018-05-04,2018-05-22,4735,4,0.2,947,1180
11392,456,1241,2018-05-04,2018-05-20,410,3,0,119,137
11741,146,1207,2018-05-04,2018-05-27,621,2,0.2,31,307
11227,800,1571,2018-05-05,2018-05-20,53,1,0,25,53
11460,713,1496,2018-05-05,2018-05-11,737,8,0,339,92
11504,612,529,2018-05-05,2018-05-13,662,3,0.2,207,217
11603,223,880,2018-05-05,2018-05-28,3610,4,0.2,-812,899
11711,777,1291,2018-05-05,2018-05-29,617,4,0,309,154
11784,434,1705,2018-05-05,2018-05-24,2164,2,0,541,1082
11170,359,1187,2018-05-06,2018-05-26,419,2,0,180,210
11242,732,1331,2018-05-06,2018-05-11,416,6,0,200,69
11738,721,490,2018-05-06,2018-06-05,11583,3,0.5,-9961,3852
10754,100,98,2018-05-07,2018-05-26,4439,6,0,488,740
10973,363,822,2018-05-07,2018-05-23,3793,7,0,1252,542
11140,714,799,2018-05-07,2018-06-03,3639,6,0.2,1274,603
11300,571,428,2018-05-07,2018-05-16,168,3,0,35,56
11148,333,60,2018-05-08,2018-05-24,50,2,0.2,19,21
11569,747,34,2018-05-08,2018-05-12,369,4,0,173,92
10686,90,598,2018-05-09,2018-06-01,753,5,0,218,151
11408,505,436,2018-05-09,2018-05-11,3988,3,0.2,-897,1326
10677,194,695,2018-05-10,2018-05-13,3555,5,0.2,1244,707
10725,617,1128,2018-05-10,2018-05-17,55,1,0.2,18,51
11130,429,733,2018-05-10,2018-05-28,338,6,0.2,123,53
10849,93,615,2018-05-11,2018-05-15,373,7,0,183,53
11291,571,1492,2018-05-11,2018-06-06,97,4,0.8,-150,9
11568,661,885,2018-05-11,2018-06-09,370,1,0,159,370
11015,65,241,2018-05-12,2018-05-16,4554,3,0.2,398,1514
11223,323,1278,2018-05-12,2018-06-09,493,1,0.2,25,489
10840,380,278,2018-05-13,2018-05-29,5404,4,0.5,-3242,1342
11233,168,256,2018-05-13,2018-05-26,574,3,0,276,191
11268,184,1434,2018-05-13,2018-06-05,441,5,0,199,88
11769,796,1266,2018-05-13,2018-05-19,657,4,0,184,164
10992,401,905,2018-05-14,2018-05-15,3630,7,0,1815,519
11448,160,813,2018-05-14,2018-05-17,93,2,0.2,33,43
10935,121,832,2018-05-16,2018-06-04,303,5,0,88,61
10956,620,1623,2018-05-16,2018-05-28,3032,2,0,758,1516
11308,227,1097,2018-05-16,2018-06-12,3348,5,0.8,-8705,655
11611,113,701,2018-05-16,2018-05-27,775,6,0,15,129
11171,304,701,2018-05-18,2018-06-02,207,2,0.2,-46,100
10990,295,1375,2018-05-19,2018-06-13,258999,4,0,124320,64750
11040,174,1211,2018-05-19,2018-06-03,684,7,0,212,98
11201,240,701,2018-05-19,2018-05-20,258,2,0,5,129
11727,499,13,2018-05-19,2018-05-23,288,3,0.2,101,92
10742,783,842,2018-05-20,2018-06-01,11915,2,0.1,1986,5956
10783,321,1493,2018-05-20,2018-06-09,234,3,0.2,-59,74
11045,212,1334,2018-05-20,2018-06-01,99,3,0.2,30,29
11123,61,10,2018-05-20,2018-06-16,1275,3,0,383,425
11252,595,146,2018-05-20,2018-06-12,741,6,0.2,231,120
10794,308,738,2018-05-21,2018-06-20,38208,12,0.4,-11463,3177
11087,190,641,2018-05-21,2018-06-20,2457,7,0,1179,351
